Zeit;Kanal A
(ms);(V)

-4,92061405;0,98440580
-4,92051005;0,98440580
-4,92040605;0,98440580
-4,92030205;0,98440580
-4,92019805;0,98440580
-4,92009405;0,98440580
-4,91999005;1,03115800
-4,91988605;0,98440580
-4,91978205;1,03115800
-4,91967805;0,98440580
-4,91957405;1,03115800
-4,91947005;0,98440580
-4,91936605;0,98440580
-4,91926205;1,03115800
-4,91915805;0,98440580
-4,91905405;0,98440580
-4,91895005;0,98440580
-4,91884605;0,98440580
-4,91874205;0,98440580
-4,91863805;0,98440580
-4,91853405;0,98440580
-4,91843005;0,98440580
-4,91832605;1,03115800
-4,91822205;0,98440580
-4,91811805;0,98440580
-4,91801405;0,98440580
-4,91791005;1,03115800
-4,91780605;0,98440580
-4,91770205;1,03115800
-4,91759805;0,98440580
-4,91749405;0,98440580
-4,91739005;1,03115800
-4,91728605;0,98440580
-4,91718205;1,03115800
-4,91707805;0,98440580
-4,91697405;0,98440580
-4,91687005;0,98440580
-4,91676605;0,98440580
-4,91666205;0,98440580
-4,91655805;0,98440580
-4,91645405;0,98440580
-4,91635005;0,98440580
-4,91624605;0,98440580
-4,91614205;0,98440580
-4,91603805;1,03115800
-4,91593405;0,98440580
-4,91583005;1,03115800
-4,91572605;1,03115800
-4,91562205;1,07806300
-4,91551805;1,03115800
-4,91541405;0,98440580
-4,91531005;1,03115800
-4,91520605;1,03115800
-4,91510205;0,98440580
-4,91499805;0,98440580
-4,91489405;1,03115800
-4,91479005;0,98440580
-4,91468605;0,93750000
-4,91458205;0,98440580
-4,91447805;0,98440580
-4,91437405;0,98440580
-4,91427005;0,93750000
-4,91416605;0,98440580
-4,91406205;0,98440580
-4,91395805;0,98440580
-4,91385405;0,98440580
-4,91375005;0,98440580
-4,91364605;1,03115800
-4,91354205;1,03115800
-4,91343805;1,03115800
-4,91333405;1,03115800
-4,91323005;1,03115800
-4,91312605;1,03115800
-4,91302205;1,03115800
-4,91291805;1,03115800
-4,91281405;0,98440580
-4,91271005;0,98440580
-4,91260605;0,98440580
-4,91250205;0,98440580
-4,91239805;0,98440580
-4,91229405;0,98440580
-4,91219005;0,98440580
-4,91208605;0,98440580
-4,91198205;0,98440580
-4,91187805;0,98440580
-4,91177405;0,98440580
-4,91167005;0,98440580
-4,91156605;0,98440580
-4,91146205;1,03115800
-4,91135805;1,03115800
-4,91125405;0,93750000
-4,91115005;0,98440580
-4,91104605;0,98440580
-4,91094205;1,03115800
-4,91083805;1,03115800
-4,91073405;0,98440580
-4,91063005;0,98440580
-4,91052605;0,98440580
-4,91042205;0,98440580
-4,91031805;0,98440580
-4,91021405;0,98440580
-4,91011005;0,98440580
-4,91000605;0,98440580
-4,90990205;0,98440580
-4,90979805;0,98440580
-4,90969405;0,98440580
-4,90959005;0,98440580
-4,90948605;0,98440580
-4,90938205;0,98440580
-4,90927805;1,03115800
-4,90917405;1,03115800
-4,90907005;1,03115800
-4,90896605;1,03115800
-4,90886205;0,98440580
-4,90875805;1,03115800
-4,90865405;1,03115800
-4,90855005;1,03115800
-4,90844605;0,98440580
-4,90834205;1,03115800
-4,90823805;0,98440580
-4,90813405;0,98440580
-4,90803005;0,98440580
-4,90792605;0,98440580
-4,90782205;0,98440580
-4,90771805;0,98440580
-4,90761405;0,98440580
-4,90751005;0,98440580
-4,90740605;1,03115800
-4,90730205;0,98440580
-4,90719805;0,98440580
-4,90709405;1,03115800
-4,90699005;0,98440580
-4,90688605;0,98440580
-4,90678205;0,98440580
-4,90667805;1,03115800
-4,90657405;0,98440580
-4,90647005;0,98440580
-4,90636605;1,03115800
-4,90626205;0,98440580
-4,90615805;0,93750000
-4,90605405;0,98440580
-4,90595005;0,98440580
-4,90584605;0,98440580
-4,90574205;0,98440580
-4,90563805;0,98440580
-4,90553405;0,98440580
-4,90543005;0,98440580
-4,90532605;0,98440580
-4,90522205;1,03115800
-4,90511805;0,98440580
-4,90501405;0,98440580
-4,90491005;1,03115800
-4,90480605;0,98440580
-4,90470205;1,03115800
-4,90459805;1,07806300
-4,90449405;1,03115800
-4,90439005;1,03115800
-4,90428605;1,03115800
-4,90418205;1,03115800
-4,90407805;0,98440580
